Date,Value
1992-01-01,118651.0
1992-02-01,118480.0
1992-03-01,117700.0
1992-04-01,118156.0
1992-05-01,118548.0
1992-06-01,118542.0
1992-07-01,119044.0
1992-08-01,119176.0
1992-09-01,120057.0
1992-10-01,120413.0
1992-11-01,120340.0
1992-12-01,121648.0
1993-01-01,122625.0
1993-02-01,121414.0
1993-03-01,120241.0
1993-04-01,122913.0
1993-05-01,123735.0
1993-06-01,123463.0
1993-07-01,125082.0
1993-08-01,124798.0
1993-09-01,125361.0
1993-10-01,125607.0
1993-11-01,126539.0
1993-12-01,127409.0
1994-01-01,126550.0
1994-02-01,128203.0
1994-03-01,130237.0
1994-04-01,130190.0
1994-05-01,129443.0
1994-06-01,130581.0
1994-07-01,130555.0
1994-08-01,131653.0
1994-09-01,132461.0
1994-10-01,133582.0
1994-11-01,133332.0
1994-12-01,133712.0
1995-01-01,133936.0
1995-02-01,131477.0
1995-03-01,132438.0
1995-04-01,132432.0
1995-05-01,133456.0
1995-06-01,134843.0
1995-07-01,134286.0
1995-08-01,135069.0
1995-09-01,135210.0
1995-10-01,134317.0
1995-11-01,135761.0
1995-12-01,136712.0
1996-01-01,134906.0
1996-02-01,136779.0
1996-03-01,137550.0
1996-04-01,137525.0
1996-05-01,138299.0
1996-06-01,137886.0
1996-07-01,137791.0
1996-08-01,137632.0
1996-09-01,139034.0
1996-10-01,139735.0
1996-11-01,139233.0
1996-12-01,139529.0
1997-01-01,140201.0
1997-02-01,141153.0
1997-03-01,141528.0
1997-04-01,140472.0
1997-05-01,139418.0
1997-06-01,141109.0
1997-07-01,142583.0
1997-08-01,142605.0
1997-09-01,142873.0
1997-10-01,142313.0
1997-11-01,142511.0
1997-12-01,142881.0
1998-01-01,142955.0
1998-02-01,143015.0
1998-03-01,143878.0
1998-04-01,145491.0
1998-05-01,145803.0
1998-06-01,146788.0
1998-07-01,145472.0
1998-08-01,144663.0
1998-09-01,145902.0
1998-10-01,147986.0
1998-11-01,148867.0
1998-12-01,149957.0
